created_at,screen_name,text
2019-06-28 12:26:33,saad_iq64,"🔘Significant Of 《Anterior Fontanelle》 
In Infant : 🔻
🔴Closed:
🔹18 mo
🔴Bulging:
🔹⬆️ICP
🔹Meningitis
🔹Encephalitis
🔹Hy… https://t.co/T5aYXaw4RO"
2019-06-28 12:21:01,IndiaTomorrow_,"Patna,  June 28—The Bihar Assembly's monsoon session began today amid uproar  and huge protests by the Opposition o… https://t.co/6KCCNNVYcP"
2019-06-28 12:15:04,NewsStateHindi,"रामविलास पासवान मीडिया पर भड़के, कहा-अस्पताल जाने पर 'नौटंकी' बताते हो और नहीं जाता तो सवाल पूछते हो
@irvpaswan… https://t.co/HPPIYKFx0I"
2019-06-28 11:50:06,AnilThakur_,"पूरे देश में फैल रहा है एन्सेफलाइटिस का खौफनाक पंजा, इन शहरों पर खतरा  https://t.co/vtiaINAy7I"
2019-06-28 11:38:57,outlookhindi,उत्तर बिहार के मुजफ्फरपुर जिले से अखबारों की कहानियों और टेलीविजन स्क्रीन पर दर्दनाक तसवीरों से देश दहल उठा है। बच्… https://t.co/a6VrbWJIM8
2019-06-28 11:35:37,WalajaNiyas,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 10:53:01,sighyush,"RT @sighyush: Two hospitals, one crisis, and how they're dealing with it. One government-run and the other a private not-for-profit. 

Gues…"
2019-06-28 10:52:25,sighyush,"RT @madhutrehan: Two hospitals, one enemy: A deep dive into how medical professionals are dealing with AES | Newslaundry https://t.co/Kltco…"
2019-06-28 10:44:04,NTM_papers,Mycobacterium chimaera encephalitis post-cardiac surgery: A new syndrome. https://t.co/3H7FDbSRMb
2019-06-28 10:26:01,YTHISNEWS,#Bihar_Assembly monsoon session began on Friday with the Opposition protesting outside the #Vidhan_Sabha over the d… https://t.co/40Y4QaL7u7
2019-06-28 10:14:51,rafik_lodhi,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 10:10:00,scroll_in,Bihar: Centre says it is working on long-term plan to tackle acute encephalitis syndrome https://t.co/THqjbHt8BQ
2019-06-28 10:00:03,MycobactPapers,Mycobacterium chimaera encephalitis post-cardiac surgery: A new syndrome. https://t.co/lTIgE19Emc
2019-06-28 09:57:56,Parul20608956,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 09:54:34,YTHISNEWS,"Hours ahead of the Monsoon session of the #Bihar_Assembly on Friday, posters appeared in Patna blaming the… https://t.co/qRtHOvCyE2"
2019-06-28 09:50:37,WebduniaMarathi,अॅक्युट इनसेफिलायटीस सिंड्रोममुळे मुजफ्फरपूरममध्ये बालमृत्यूंचं सत्र अजूनही सुरूच आहे. #MuzaffarpurChildrenDeath… https://t.co/x2dD7vy9hz
2019-06-28 09:37:52,bhargavihemmige,RT @pranabsamanta: Just 36 who availed ayushman Bharat in Bihar for AES treatment reveals a gap that needs to be addressed. Ayushman CEO te…
2019-06-28 09:34:09,bilingualmomof2,@VolzEmily @Jays_Go_Bye @ttttttttttwit @dolfin513 @tweet4all2c @IMKristenBell Who said anything about autism? Harm… https://t.co/JiKMree0zj
2019-06-28 09:23:01,rahulsahu96782,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-28 09:15:06,devyaduvansham,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 09:02:52,FinancialXpress,The government is working on a long term plan to deal with the Acute #Encephalitis Syndrome (AES) which has left ov… https://t.co/RySVM3kHdD
2019-06-28 08:59:13,RakeshK79541775,RT @DrSamirKrSingh: मंत्रियों को अपनी जिम्मेदारिओं का अहसास नहीं । इस सोई सरकार को नींद से जगाने का प्रयास करने पर पुलिस की लाठियां चलती…
2019-06-28 08:54:35,petedavo_world,"RT @news18dotcom: Muzaffarpur wears deserted look after Acute Encephalitis Syndrome continues to claim children’s lives.

(@Runjhunsharmas)…"
2019-06-28 08:47:09,ApnaTimeAaega,Government Working On Long Term Plan To Deal With Encephalitis: Minister https://t.co/s1qQvDYzH2
2019-06-28 08:37:21,PranavPrinceINC,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 08:19:08,kkitdeptt,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 08:05:21,ThomasS06956442,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:40:48,bennyjack46,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:40:40,Hassan_tnpyc,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:38:21,Geet882,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:37:30,AycPrakash,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:27:55,Plan_India,Bihar is grappling with a severe public health crisis in the form of Acute Encephalitis Syndrome (AES). Plan India… https://t.co/WNyrR2O6Nf
2019-06-28 07:17:14,TrollMyPm,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:14:02,accesspage,"New Delhi: The Supreme Court will hear on Monday the Public Interest Litigation (PIL) filed by two lawyers, in conn… https://t.co/vhWBqcrFXJ"
2019-06-28 07:08:58,coppersulphate3,RT @newsclickin: Thousands of farmers in the district have suffered huge losses since the death of 132 children due to Acute Encephalitis S…
2019-06-28 07:04:30,DepttHp,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 07:03:48,Puneet_Mhow,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-28 07:02:59,Puneet_Mhow,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-28 07:02:52,Conspiratorfeku,"Hours ahead of the Monsoon session of the Bihar Assembly, posters appeared in Patna blaming the NDA govt for the de… https://t.co/Ew9yEqT2lc"
2019-06-28 07:00:33,ankitsingh1003,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 06:50:57,MeghalayaTimes,Hours ahead of the Monsoon session of the #Bihar Assembly on Friday posters appeared in #Patna blaming the NDA gove… https://t.co/ZBhuGhooQR
2019-06-28 06:50:43,Rakesh_Sachan_,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 06:36:43,darshanulli,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 06:19:05,DataNeeraj,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 06:11:57,SKSAIDU32995902,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-28 06:04:19,MohdIltaj,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 06:03:21,Gandhian_,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 05:56:25,INCTharoorian,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 05:54:45,vengatveeravel,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 05:52:23,JitendraMeenain,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 05:47:30,Nepal_Trending,"RT @AmarUjalaNews: बिहार में बच्चों की मौत के बाद नेपाल ने फलों और सब्जियों के आयात पर लगाई रोक
#bihar #encephalitisdeaths
https://t.co/PSQ…"
2019-06-28 05:47:22,newsclickin,Thousands of farmers in the district have suffered huge losses since the death of 132 children due to Acute Encepha… https://t.co/GSNVxjkJbs
2019-06-28 05:39:27,Rohitsa47735699,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-28 05:31:53,ians_india,"Hours ahead of #Monsoon session of the #Bihar Assembly on June 28, posters appeared in #Patna blaming the #NDA gove… https://t.co/V8d0LHpFro"
2019-06-28 05:31:05,IYCTelangana,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 05:29:54,Kamalmeghwal12,"RT @AmarUjalaNews: बिहार में बच्चों की मौत के बाद नेपाल ने फलों और सब्जियों के आयात पर लगाई रोक
#bihar #encephalitisdeaths
https://t.co/PSQ…"
2019-06-28 05:01:25,AgrahJitendra,"RT @AmarUjalaNews: बिहार में बच्चों की मौत के बाद नेपाल ने फलों और सब्जियों के आयात पर लगाई रोक
#bihar #encephalitisdeaths
https://t.co/PSQ…"
2019-06-28 04:55:44,malhotramona,RT @dna: Bihar: Most victims of Acute Encephalitis Syndrome were girls https://t.co/MUYl6Btfyg
2019-06-28 04:48:10,Jitendra2586610,"RT @Ach_Balkrishna: T-4
यह सिद्ध हो चुका है कि चमकी बुख़ार का लीची खाने से कोई संबंध नहीं है, Acute Encephalitis Syndrome (चमकी बुख़ार) मूल…"
2019-06-28 04:47:02,DrSamirKrSingh,मंत्रियों को अपनी जिम्मेदारिओं का अहसास नहीं । इस सोई सरकार को नींद से जगाने का प्रयास करने पर पुलिस की लाठियां चल… https://t.co/7YfsOsTGr1
2019-06-28 04:45:08,mdistiyakinc,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:40:46,santhoshadv,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:38:48,SUDARSH72658082,"RT @AmarUjalaNews: बिहार में बच्चों की मौत के बाद नेपाल ने फलों और सब्जियों के आयात पर लगाई रोक
#bihar #encephalitisdeaths
https://t.co/PSQ…"
2019-06-28 04:36:20,akramaliIYC,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:34:00,AmarUjalaNews,"बिहार में बच्चों की मौत के बाद नेपाल ने फलों और सब्जियों के आयात पर लगाई रोक
#bihar #encephalitisdeaths
https://t.co/PSQXLhUE0s"
2019-06-28 04:30:14,DarshanamVinod,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:25:31,SwapnilSingh20,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:25:21,SyedSab16211535,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:23:08,SadikKh62697788,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:22:17,NiralaChandan1,"RT @JebiMather: Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO @IYC @k…"
2019-06-28 04:21:39,JebiMather,"Bihar AES deaths: Youth Congress protests near Harsh Vardhan’s residence in Delhi, detained https://t.co/PqOBUrr3XO… https://t.co/SEeA0HQTXj"
2019-06-28 04:05:54,amit_shekh2001,"#Lichi&amp;AES A traffic jam by Lichi growers in Vietnam.
Acute Encephalitis Syndrome??🤔What's that? https://t.co/zBXgAWHsH9"
2019-06-28 03:37:05,CitizenRightful,"RT @News18India: 289 में 61 बच्चे सोए थे खाली पेट, लीची नहीं कुपोषण है मौत की वजह!
https://t.co/4bIDHw3Smx"
2019-06-28 02:22:36,DeepakVishawa14,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-28 02:22:14,DeepakVishawa14,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-28 02:22:10,DeepakVishawa14,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-28 00:48:40,dna,Bihar: Most victims of Acute Encephalitis Syndrome were girls https://t.co/MUYl6Btfyg
2019-06-28 00:29:48,Girikashinathh,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-28 00:14:48,Rabindr10747250,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 22:21:09,sandeeptathgar,"RT @the_hindu: The Acute Encephalitis Syndrome claimed one more life in Muzaffarpur on Wednesday, raising the toll in the north Bihar distr…"
2019-06-27 21:14:43,Mdziyauddinkha6,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-27 20:24:59,harisanwer1987,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 20:16:08,tamannanaik,RT @ANI: Bihar: Death toll due to Acute Encephalitis Syndrome (AES) in Muzaffarpur rises to 84. https://t.co/lVnzrRL1ne
2019-06-27 20:08:29,AbrahamRoyMani,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 20:07:50,AbrahamRoyMani,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 19:43:53,shaikh_72_,RT @newspitlive: BREAKING NEWS:क्या डिप्टी CM सुशिल मोदी को बच्चों कि परवाह नहीं है? https://t.co/Gv36Psf6yE https://t.co/v5z1mJUMSP
2019-06-27 19:06:38,NeedhiMurasu,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 18:36:58,yadavankeshiyc,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 18:31:33,MisaBharti,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 18:29:17,EktaThakur,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 18:26:45,EktaThakur,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 18:26:28,akramaliIYC,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 18:26:23,akramaliIYC,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 18:25:56,akramaliIYC,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 18:10:20,IWbpyc,@IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in… https://t.co/Zqn8asAcIV
2019-06-27 18:06:13,MahapatPravat,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 18:04:35,RahulkhojaRahul,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 17:45:47,DariyaNabi,"RT @ANI: Bihar: FIR lodged against 39 people in Harivanshpur, Muzaffarpur after they protested over lack of water supply &amp; death of several…"
2019-06-27 17:37:33,GagaJagdev,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 17:33:45,SubratK14254479,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 17:25:58,sumitdaga14,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 17:14:01,sumitdaga14,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 17:06:18,manish1987sah,"RT @ndtvfeed: ""Matter Of Shame For The Nation"": PM Modi On Encephalitis Deaths In Bihar https://t.co/h6cXMPLT0o"
2019-06-27 16:34:19,BinayJenaINC,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 16:18:27,INCKRNAGARA,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 16:14:15,BijoJAbraham1,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 16:10:40,C_Indian_420,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 15:59:16,MukulAdhikary5,Policemen detain Youth Congress activist protesting outside the residence of Union Health Minister Harshvardhan ove… https://t.co/1l8vfnVmcu
2019-06-27 15:54:01,jha2611,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 15:51:57,SahnawajAhmed15,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-27 15:50:00,moneycontrolcom,"In #Punjab, it is the litchi-picking season, but with no buyers, the #farmers are staring at huge losses after a vi… https://t.co/CGVcxo15ek"
2019-06-27 15:45:31,BibiPakhii,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-27 15:43:49,IYCWestBengal,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-27 15:41:52,ShahnawazIYC,RT @ShadabKhanIYC: @IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in New…
2019-06-27 15:41:22,SamratRoyNsui,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 15:39:57,yadavankeshiyc,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 15:39:54,yadavankeshiyc,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 15:38:46,ShadabKhanIYC,@IYCWestBengal team with @IYC participated in a protest in front of Health Minister Dr.Harsh Vardhan's Residence in… https://t.co/j4vqk14Sow
2019-06-27 15:32:07,pujanbiswaspyc,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 14:59:27,DalviClub,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 14:37:50,tanmoydharTPYC,RT @smrutirlenka: Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis Syndrom…
2019-06-27 14:36:57,smrutirlenka,Today @IYC stage protest near Union Health Minister @drharshvardhan  residence in #Delhi  over Acute Encephalitis S… https://t.co/6lZqzKGzXh
2019-06-27 14:29:29,BaadalPandit,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 14:20:11,iamikhlaqansar1,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 14:18:31,Rajukumarsing10,"RT @EconomicTimes: The outbreak of acute #encephalitis syndrome (AES) in Bihar, which has claimed 140 lives, has revealed that only 36 pati…"
2019-06-27 13:56:21,NaveenknINC,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 13:41:23,varun18vijay,"RT @htTweets: Bihar plans 5-block survey to curb acute encephalitis syndrome, toll goes up to 154

https://t.co/nW5JDkM3C8 https://t.co/y3r…"
2019-06-27 13:39:11,Noyston_Dsouza,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 13:26:04,GAURAVTODWAL,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 13:18:59,HaridanCharan,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 13:18:55,HaridanCharan,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 13:18:48,HaridanCharan,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 13:09:07,AkashVarunraj,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 13:08:12,reeteshguruji,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 12:54:01,zibrailmohamma3,RT @GoNews24x7: #HealthMinister Faces Protest | Health Minister Dr. #HarshVardhan faces protest from Youth Congress members as death toll o…
2019-06-27 12:47:15,PhysicianRural,"RT @ashwaqM: The fathers of 2 children who died of acute encephalitis syndrome in Bihar are among 19 people booked for protest. 

https://t…"
2019-06-27 12:42:16,Bajrangiaman,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 12:31:45,aksaxena18,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 12:31:37,sharif593,RT @ANI: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit protested near Union Health Mi…
2019-06-27 12:30:43,grnairravinivas,"India's tragic encephalitis epidemic has hit a humble fruit, Lychee, and its farmers - Businessinsider India on Mob… https://t.co/A0g0gO9no5"
2019-06-27 12:27:37,sandhya19910,"RT @AnooBhu: In Hindi, translated into English
- Bihar: Who is Responsible for the Death of 100 Children?
https://t.co/hepDE5ffie
- बिहार:…"
2019-06-27 12:27:20,sandhya19910,"RT @AnooBhu: Dont forget: Bihar's health minister was more interested in India vs Pak cricket match during the health crisis 
https://t.co/…"
2019-06-27 12:12:04,IYCChhattisgarh,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 12:12:03,IYCChhattisgarh,RT @NEWS9TWEETS: #BIGNEWS: Indian Youth #Congress and #Bihar Congress unit stage protest near Union Health Minister Dr.Harsh Vardhan's resi…
2019-06-27 12:11:46,Mdziyauddinkha6,RT @IYCWestBengal: @IYCWestBengal President @ShadabKhanIYC and PYC team participated with @IYC in a protest near Union Health Minister Dr.H…
2019-06-27 11:59:20,lorance1234,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 11:56:03,AyaanMitra,RT @IYCWestBengal: @IYCWestBengal President @ShadabKhanIYC and PYC team participated with @IYC in a protest near Union Health Minister Dr.H…
2019-06-27 11:53:31,Ev9DdNlnVxbJ0CG,"RT @Ach_Balkrishna: T-4
यह सिद्ध हो चुका है कि चमकी बुख़ार का लीची खाने से कोई संबंध नहीं है, Acute Encephalitis Syndrome (चमकी बुख़ार) मूल…"
2019-06-27 11:50:36,Scorypto,"Top story: Newslaundry https://t.co/jl1idUL5li, see more https://t.co/5Hs72b3X2k"
2019-06-27 11:47:18,pratibhaiyc1,RT @JagranPost: Muzaffarpur Acute Encephalitis Syndrome (AES) deaths: Indian Youth Congress and Bihar Congress unit today held a protest ne…
2019-06-27 11:46:27,Praveenm__,RT @ANI: Bihar: Residents of Harivanshpur village in Vaishali dist say that they'll file a case against state govt&amp;local admn after an FIR…
2019-06-27 11:43:55,KaliMoumita,RT @IYCWestBengal: @IYCWestBengal President @ShadabKhanIYC and PYC team participated with @IYC in a protest near Union Health Minister Dr.H…
2019-06-27 11:38:19,IYCWestBengal,@IYCWestBengal President @ShadabKhanIYC and PYC team participated with @IYC in a protest near Union Health Minister… https://t.co/p2vEskhdNp
